access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,112,4.7534182072e+01,4.7343353987e+01,1.1073823700e+07,1.1118459249e+07
read,113,4.7575889111e+01,4.7343355179e+01,1.1064115918e+07,1.1118458969e+07
read,114,4.7592338085e+01,4.7343355179e+01,1.1060291912e+07,1.1118458969e+07
read,115,4.7582573175e+01,4.7343356133e+01,1.1062561708e+07,1.1118458745e+07
read,116,4.7598771095e+01,4.7343354940e+01,1.1058797105e+07,1.1118459025e+07
read,117,4.7546900034e+01,4.7343355179e+01,1.1070861647e+07,1.1118458969e+07
read,118,4.7554876089e+01,4.7343353987e+01,1.1069004806e+07,1.1118459249e+07
read,119,4.7544262171e+01,4.7343355179e+01,1.1071475883e+07,1.1118458969e+07
read,120,4.7602921009e+01,4.7343454123e+01,1.1057833025e+07,1.1118435732e+07
read,121,4.7531839132e+01,4.7343453884e+01,1.1074369551e+07,1.1118435788e+07
read,122,4.7569325924e+01,4.7343466997e+01,1.1065642445e+07,1.1118432709e+07
read,123,4.7514118910e+01,4.7343467951e+01,1.1078499698e+07,1.1118432485e+07
read,124,4.7510848045e+01,4.7343451023e+01,1.1079262393e+07,1.1118436460e+07
read,125,4.7509371042e+01,4.7343451977e+01,1.1079606832e+07,1.1118436236e+07
read,126,4.7508253098e+01,4.7343453884e+01,1.1079867553e+07,1.1118435788e+07
read,127,4.7534651041e+01,4.7343452930e+01,1.1073714448e+07,1.1118436012e+07
read,128,4.7531287909e+01,4.7343451023e+01,1.1074497981e+07,1.1118436460e+07
read,129,4.7583985090e+01,4.7343451023e+01,1.1062233459e+07,1.1118436460e+07
read,130,4.7523306131e+01,4.7343451023e+01,1.1076357999e+07,1.1118436460e+07
read,131,4.7536533117e+01,4.7343451977e+01,1.1073276015e+07,1.1118436236e+07
read,132,4.7534857035e+01,4.7343451977e+01,1.1073666459e+07,1.1118436236e+07
read,133,4.7510453939e+01,4.7343451977e+01,1.1079354297e+07,1.1118436236e+07
read,134,4.7596864939e+01,4.7343451023e+01,1.1059239987e+07,1.1118436460e+07
read,135,4.7586397171e+01,4.7343448877e+01,1.1061672732e+07,1.1118436964e+07
read,136,4.7555947065e+01,4.7343489885e+01,1.1068755529e+07,1.1118427333e+07
read,137,4.7596075058e+01,4.7343452930e+01,1.1059423521e+07,1.1118436012e+07
read,138,4.7517024040e+01,4.7343453884e+01,1.1077822373e+07,1.1118435788e+07
read,139,4.7548686981e+01,4.7343492031e+01,1.1070445588e+07,1.1118426829e+07
read,140,4.7527704000e+01,4.7343490839e+01,1.1075333073e+07,1.1118427109e+07
read,141,4.7532880068e+01,4.7343490839e+01,1.1074127031e+07,1.1118427109e+07
read,142,4.7560518980e+01,4.7343490839e+01,1.1067691507e+07,1.1118427109e+07
read,143,4.7576441050e+01,4.7343453884e+01,1.1063987562e+07,1.1118435788e+07
read,144,4.7562298059e+01,4.7343452930e+01,1.1067277518e+07,1.1118436012e+07
read,145,4.7575206995e+01,4.7343453884e+01,1.1064274551e+07,1.1118435788e+07
read,146,4.7606192112e+01,4.7343453884e+01,1.1057073222e+07,1.1118435788e+07
read,147,4.7590805054e+01,4.7343467951e+01,1.1060648195e+07,1.1118432485e+07
read,148,4.7545238018e+01,4.7343459845e+01,1.1071248645e+07,1.1118434388e+07
read,149,4.7610970974e+01,4.7343459845e+01,1.1055963389e+07,1.1118434388e+07
read,150,4.7609057903e+01,4.7343461990e+01,1.1056407650e+07,1.1118433884e+07
read,151,4.7550066948e+01,4.7343463898e+01,1.1070124309e+07,1.1118433437e+07
read,152,4.7561504126e+01,4.7343461990e+01,1.1067462261e+07,1.1118433884e+07
read,153,4.7510976076e+01,4.7343461990e+01,1.1079232537e+07,1.1118433884e+07
read,154,4.7516885996e+01,4.7343461990e+01,1.1077854556e+07,1.1118433884e+07
read,155,4.7510028124e+01,4.7343463898e+01,1.1079453597e+07,1.1118433437e+07
read,156,4.7506159067e+01,4.7343462944e+01,1.1080355944e+07,1.1118433660e+07
read,157,4.7533548117e+01,4.7343461990e+01,1.1073971392e+07,1.1118433884e+07
read,158,4.7561823130e+01,4.7343461990e+01,1.1067388030e+07,1.1118433884e+07
read,159,4.7566404104e+01,4.7343461990e+01,1.1066322164e+07,1.1118433884e+07
read,160,4.7547190905e+01,4.7343461990e+01,1.1070793920e+07,1.1118433884e+07
read,161,4.7508197069e+01,4.7343462944e+01,1.1079880620e+07,1.1118433660e+07
read,162,4.7523231030e+01,4.7343462944e+01,1.1076375503e+07,1.1118433660e+07
read,163,4.7546234131e+01,4.7343461990e+01,1.1071016698e+07,1.1118433884e+07
read,164,4.7596652031e+01,4.7343462944e+01,1.1059289457e+07,1.1118433660e+07
read,165,4.7568210125e+01,4.7343461037e+01,1.1065902009e+07,1.1118434108e+07
read,166,4.7542092085e+01,4.7343502998e+01,1.1071981247e+07,1.1118424254e+07
read,167,4.7590142012e+01,4.7343505859e+01,1.1060802295e+07,1.1118423582e+07
read,168,4.7514962912e+01,4.7343504906e+01,1.1078302912e+07,1.1118423806e+07
read,169,4.7614115000e+01,4.7343503952e+01,1.1055233348e+07,1.1118424030e+07
read,170,4.7598026991e+01,4.7343504906e+01,1.1058969988e+07,1.1118423806e+07
read,171,4.7535567045e+01,4.7343504906e+01,1.1073501059e+07,1.1118423806e+07
read,172,4.7614949942e+01,4.7343504906e+01,1.1055039492e+07,1.1118423806e+07
read,173,4.7575216055e+01,4.7343504906e+01,1.1064272444e+07,1.1118423806e+07
read,174,4.7547766924e+01,4.7343504906e+01,1.1070659803e+07,1.1118423806e+07
read,175,4.7535996914e+01,4.7343503952e+01,1.1073400921e+07,1.1118424030e+07
read,176,4.7548187971e+01,4.7343503952e+01,1.1070561770e+07,1.1118424030e+07
read,177,4.7605135918e+01,4.7343504906e+01,1.1057318540e+07,1.1118423806e+07
read,178,4.7528924942e+01,4.7343503952e+01,1.1075048566e+07,1.1118424030e+07
read,179,4.7595597029e+01,4.7343504906e+01,1.1059534597e+07,1.1118423806e+07
read,180,4.7572298050e+01,4.7343466043e+01,1.1064951108e+07,1.1118432933e+07
read,181,4.7529637098e+01,4.7343465090e+01,1.1074882623e+07,1.1118433157e+07
read,182,4.7513864040e+01,4.7343449116e+01,1.1078559124e+07,1.1118436908e+07
read,183,4.7543787956e+01,4.7343483925e+01,1.1071586313e+07,1.1118428733e+07
read,184,4.7591689110e+01,4.7343485117e+01,1.1060442734e+07,1.1118428453e+07
read,185,4.7573539019e+01,4.7343482971e+01,1.1064662475e+07,1.1118428957e+07
read,186,4.7517837048e+01,4.7343482018e+01,1.1077632837e+07,1.1118429181e+07
read,187,4.7542157173e+01,4.7343482018e+01,1.1071966089e+07,1.1118429181e+07
read,188,4.7574247122e+01,4.7343482971e+01,1.1064497787e+07,1.1118428957e+07
read,189,4.7567118168e+01,4.7343484163e+01,1.1066156040e+07,1.1118428677e+07
read,190,4.7567548990e+01,4.7343482971e+01,1.1066055813e+07,1.1118428957e+07
read,191,4.7579632044e+01,4.7343484163e+01,1.1063245540e+07,1.1118428677e+07
read,192,4.7561720133e+01,4.7343484163e+01,1.1067411997e+07,1.1118428677e+07
read,193,4.7519005060e+01,4.7343485117e+01,1.1077360549e+07,1.1118428453e+07
read,194,4.7557934046e+01,4.7343484163e+01,1.1068293074e+07,1.1118428677e+07
read,195,4.7525828123e+01,4.7343504906e+01,1.1075770224e+07,1.1118423806e+07
read,196,4.7578143120e+01,4.7343506098e+01,1.1063591756e+07,1.1118423526e+07
read,197,4.7598353148e+01,4.7343451977e+01,1.1058894209e+07,1.1118436236e+07
read,198,4.7564810038e+01,4.7343491077e+01,1.1066693036e+07,1.1118427053e+07
read,199,4.7593623161e+01,4.7343492031e+01,1.1059993273e+07,1.1118426829e+07
read,200,4.7524474144e+01,4.7343492031e+01,1.1076085774e+07,1.1118426829e+07
read,201,4.7512021065e+01,4.7343452930e+01,1.1078988858e+07,1.1118436012e+07
read,202,4.7515908957e+01,4.7343452930e+01,1.1078082343e+07,1.1118436012e+07
read,203,4.7606840134e+01,4.7343451977e+01,1.1056922714e+07,1.1118436236e+07
read,204,4.7557291031e+01,4.7343451977e+01,1.1068442726e+07,1.1118436236e+07
read,205,4.7571257114e+01,4.7343451977e+01,1.1065193227e+07,1.1118436236e+07
read,206,4.7591108084e+01,4.7343479156e+01,1.1060577767e+07,1.1118429853e+07
read,207,4.7570611954e+01,4.7343472004e+01,1.1065343295e+07,1.1118431533e+07
read,208,4.7548457146e+01,4.7343466997e+01,1.1070499099e+07,1.1118432709e+07
read,209,4.7615401030e+01,4.7343451977e+01,1.1054934761e+07,1.1118436236e+07
read,210,4.7570240021e+01,4.7343485117e+01,1.1065429810e+07,1.1118428453e+07
read,211,4.7601645231e+01,4.7343484163e+01,1.1058129387e+07,1.1118428677e+07
read,212,4.7562762022e+01,4.7343484163e+01,1.1067169559e+07,1.1118428677e+07
read,213,4.7589426994e+01,4.7343532085e+01,1.1060968481e+07,1.1118417423e+07
read,214,4.7606438160e+01,4.7343531132e+01,1.1057016075e+07,1.1118417647e+07
read,215,4.7555322170e+01,4.7343531132e+01,1.1068900976e+07,1.1118417647e+07
read,216,4.7609987020e+01,4.7343531132e+01,1.1056191882e+07,1.1118417647e+07
read,217,4.7606607199e+01,4.7343530178e+01,1.1056976814e+07,1.1118417871e+07
read,218,4.7521234035e+01,4.7343529940e+01,1.1076840968e+07,1.1118417927e+07
read,219,4.7605823994e+01,4.7343531132e+01,1.1057158722e+07,1.1118417647e+07
read,220,4.7590282917e+01,4.7343532085e+01,1.1060769547e+07,1.1118417423e+07
read,221,4.7542332888e+01,4.7343531132e+01,1.1071925167e+07,1.1118417647e+07
read,222,4.7607277870e+01,4.7343531132e+01,1.1056821048e+07,1.1118417647e+07
read,223,4.7584102869e+01,4.7343531132e+01,1.1062206079e+07,1.1118417647e+07
read,224,4.7590883970e+01,4.7343531132e+01,1.1060629854e+07,1.1118417647e+07
read,225,4.7522675037e+01,4.7343451977e+01,1.1076505091e+07,1.1118436236e+07
read,226,4.7554097176e+01,4.7343451977e+01,1.1069186111e+07,1.1118436236e+07
read,227,4.7601323128e+01,4.7343451977e+01,1.1058204214e+07,1.1118436236e+07
read,228,4.7530164957e+01,4.7343507051e+01,1.1074759628e+07,1.1118423302e+07
read,229,4.7543816090e+01,4.7343506098e+01,1.1071579761e+07,1.1118423526e+07
read,230,4.7540418148e+01,4.7343506098e+01,1.1072371100e+07,1.1118423526e+07
read,231,4.7540784121e+01,4.7343504906e+01,1.1072285864e+07,1.1118423806e+07
read,232,4.7542509079e+01,4.7343506098e+01,1.1071884135e+07,1.1118423526e+07
read,233,4.7512902975e+01,4.7343508005e+01,1.1078783215e+07,1.1118423078e+07
read,234,4.7553526163e+01,4.7343507051e+01,1.1069319028e+07,1.1118423302e+07
read,235,4.7556737185e+01,4.7343507051e+01,1.1068571630e+07,1.1118423302e+07
read,236,4.7611936092e+01,4.7343506098e+01,1.1055739279e+07,1.1118423526e+07
read,237,4.7577203035e+01,4.7343507051e+01,1.1063810363e+07,1.1118423302e+07
read,238,4.7516685009e+01,4.7343507051e+01,1.1077901413e+07,1.1118423302e+07
read,239,4.7592373133e+01,4.7343506098e+01,1.1060283767e+07,1.1118423526e+07
read,240,4.7574931860e+01,4.7343212128e+01,1.1064338538e+07,1.1118492564e+07
read,241,4.7605654001e+01,4.7343285084e+01,1.1057198206e+07,1.1118475430e+07
read,242,4.7581760883e+01,4.7343284130e+01,1.1062750563e+07,1.1118475654e+07
read,243,4.7505937815e+01,4.7343283176e+01,1.1080407549e+07,1.1118475878e+07
read,244,4.7574965954e+01,4.7343283176e+01,1.1064330608e+07,1.1118475878e+07
read,245,4.7555228949e+01,4.7343284130e+01,1.1068922674e+07,1.1118475654e+07
read,246,4.7613848925e+01,4.7343288183e+01,1.1055295127e+07,1.1118474703e+07
read,247,4.7600269794e+01,4.7343286991e+01,1.1058448918e+07,1.1118474982e+07
read,248,4.7535450935e+01,4.7343283176e+01,1.1073528107e+07,1.1118475878e+07
read,249,4.7539997816e+01,4.7343343019e+01,1.1072468998e+07,1.1118461824e+07
read,250,4.7555647850e+01,4.7343352079e+01,1.1068825172e+07,1.1118459697e+07
read,251,4.7568564892e+01,4.7343352079e+01,1.1065819480e+07,1.1118459697e+07
read,252,4.7589988947e+01,4.7343284130e+01,1.1060837870e+07,1.1118475654e+07
read,253,4.7603595018e+01,4.7343286037e+01,1.1057676459e+07,1.1118475206e+07
read,254,4.7537607908e+01,4.7343284130e+01,1.1073025656e+07,1.1118475654e+07
read,255,4.7611472130e+01,4.7343231916e+01,1.1055847014e+07,1.1118487917e+07
read,256,4.7564672947e+01,4.7343286991e+01,1.1066724932e+07,1.1118474982e+07
read,257,4.7579705000e+01,4.7343285084e+01,1.1063228576e+07,1.1118475430e+07
read,258,4.7578572035e+01,4.7343286037e+01,1.1063492019e+07,1.1118475206e+07
read,259,4.7539587021e+01,4.7343288183e+01,1.1072564677e+07,1.1118474703e+07
read,260,4.7559596062e+01,4.7343333006e+01,1.1067906282e+07,1.1118464176e+07
read,261,4.7513697863e+01,4.7343358994e+01,1.1078597871e+07,1.1118458073e+07
read,262,4.7614642859e+01,4.7343351126e+01,1.1055110789e+07,1.1118459921e+07
read,263,4.7568732977e+01,4.7343285084e+01,1.1065780378e+07,1.1118475430e+07
read,264,4.7519724846e+01,4.7343285084e+01,1.1077192760e+07,1.1118475430e+07
read,265,4.7528071880e+01,4.7343286037e+01,1.1075247347e+07,1.1118475206e+07
read,266,4.7532513857e+01,4.7343286037e+01,1.1074212350e+07,1.1118475206e+07
read,267,4.7602722883e+01,4.7343286037e+01,1.1057879048e+07,1.1118475206e+07
read,268,4.7541764975e+01,4.7343286037e+01,1.1072057427e+07,1.1118475206e+07
read,269,4.7609125853e+01,4.7343286037e+01,1.1056391870e+07,1.1118475206e+07
read,270,4.7525198936e+01,4.7343288183e+01,1.1075916856e+07,1.1118474703e+07
read,271,4.7572691917e+01,4.7343285084e+01,1.1064859498e+07,1.1118475430e+07
read,272,4.7520245790e+01,4.7343284130e+01,1.1077071325e+07,1.1118475654e+07
read,273,4.7513435841e+01,4.7343284130e+01,1.1078658966e+07,1.1118475654e+07
read,274,4.7604382038e+01,4.7343285084e+01,1.1057493648e+07,1.1118475430e+07
read,275,4.7541196823e+01,4.7343284130e+01,1.1072189746e+07,1.1118475654e+07
read,276,4.7543393850e+01,4.7343285084e+01,1.1071678090e+07,1.1118475430e+07
read,277,4.7606349945e+01,4.7343286991e+01,1.1057036564e+07,1.1118474982e+07
read,278,4.7559064865e+01,4.7343289137e+01,1.1068029901e+07,1.1118474479e+07
read,279,4.7612964869e+01,4.7343285084e+01,1.1055500397e+07,1.1118475430e+07
read,280,4.7584451914e+01,4.7343286037e+01,1.1062124934e+07,1.1118475206e+07
read,281,4.7511060953e+01,4.7343288183e+01,1.1079212744e+07,1.1118474703e+07
read,282,4.7541305065e+01,4.7343284130e+01,1.1072164537e+07,1.1118475654e+07
read,283,4.7604610920e+01,4.7343286037e+01,1.1057440484e+07,1.1118475206e+07
read,284,4.7556774855e+01,4.7343284130e+01,1.1068562862e+07,1.1118475654e+07
read,285,4.7567631960e+01,4.7343285084e+01,1.1066036511e+07,1.1118475430e+07
read,286,4.7528394938e+01,4.7343286037e+01,1.1075172067e+07,1.1118475206e+07
read,287,4.7578233004e+01,4.7343284130e+01,1.1063570855e+07,1.1118475654e+07
read,288,4.7597028017e+01,4.7343285084e+01,1.1059202096e+07,1.1118475430e+07
read,289,4.7511761904e+01,4.7343287230e+01,1.1079049290e+07,1.1118474927e+07
read,290,4.7565093994e+01,4.7343287230e+01,1.1066626969e+07,1.1118474927e+07
read,291,4.7508862972e+01,4.7343287230e+01,1.1079725320e+07,1.1118474927e+07
read,292,4.7553153038e+01,4.7343285084e+01,1.1069405883e+07,1.1118475430e+07
read,293,4.7550628901e+01,4.7343285084e+01,1.1069993482e+07,1.1118475430e+07
read,294,4.7505674839e+01,4.7343285084e+01,1.1080468887e+07,1.1118475430e+07
read,295,4.7560281992e+01,4.7343286037e+01,1.1067746657e+07,1.1118475206e+07
read,296,4.7586120844e+01,4.7343285084e+01,1.1061736966e+07,1.1118475430e+07
read,297,4.7603410006e+01,4.7343225956e+01,1.1057719435e+07,1.1118489316e+07
read,298,4.7534427881e+01,4.7343286037e+01,1.1073766435e+07,1.1118475206e+07
read,299,4.7509292841e+01,4.7343244076e+01,1.1079625070e+07,1.1118485061e+07
read,300,4.7597321033e+01,4.7343287230e+01,1.1059134014e+07,1.1118474927e+07
read,301,4.7589067936e+01,4.7343287230e+01,1.1061051935e+07,1.1118474927e+07
read,302,4.7549504042e+01,4.7343282223e+01,1.1070255360e+07,1.1118476102e+07
read,303,4.7553076982e+01,4.7343282223e+01,1.1069423587e+07,1.1118476102e+07
read,304,4.7547009945e+01,4.7343296051e+01,1.1070836055e+07,1.1118472855e+07
read,305,4.7551069021e+01,4.7343341112e+01,1.1069891021e+07,1.1118462272e+07
read,306,4.7615249872e+01,4.7343333006e+01,1.1054969856e+07,1.1118464176e+07
read,307,4.7593230009e+01,4.7343335152e+01,1.1060084636e+07,1.1118463672e+07
read,308,4.7533495903e+01,4.7343343019e+01,1.1073983556e+07,1.1118461824e+07
read,309,4.7552600861e+01,4.7343343019e+01,1.1069534420e+07,1.1118461824e+07
read,310,4.7614443064e+01,4.7343261003e+01,1.1055157178e+07,1.1118481086e+07
